tag_id,subloc_sequence,loc_code,detection_counts,dwell_times
989.001006341714,[1.0],['21'],[6],[39.15]
989.00100659888,"[nan, 1.0, 0.0, nan]","['60', '6A', '6B', '60']","[42, 12, 72, 50]","[693.05, 0.0, 8731.38, 253668.42]"
989.001006608003,"[1.0, 1.0, 0.0]","['22', '202', '201']","[40, 4, 4]","[1043247.59, 0.0, 0.0]"
989.001006608062,"[1.0, 0.0, 0.0, 1.0]","['6A', '6B', '6B', '6A']","[1, 6, 14, 7]","[0.0, 931.48, 790.26, 96064.64]"
989.001006675482,"[nan, 1.0, 0.0]","['60', '6A', '6B']","[30, 12, 36]","[68.92, 0.0, 425.22]"
989.001006675484,"[1.0, 0.0]","['202', '201']","[2, 2]","[0.0, 0.0]"
989.001006676104,"[0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","['402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '402', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '401', '401', '402', '402', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '401', '402', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '401', '402', '401', '402', '401', '402', '401', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402']","[30, 4, 2, 4, 20, 6, 6, 6, 6, 18, 4, 10, 6, 6, 4, 2, 37, 1, 3, 4, 6, 6, 36, 24, 108, 24, 12, 36, 108, 12, 50, 26, 26, 156, 65, 13, 26, 52, 26, 78, 143, 39, 13, 26, 26, 26, 26, 286, 13, 13, 26, 39, 104, 39, 91, 156, 65, 195, 52, 692, 15, 284, 56, 14, 28, 3040, 13, 1079, 13, 2140, 12, 36, 24, 96, 12, 24, 25, 13, 61, 24, 12, 144, 84, 372, 24, 24, 12, 48, 48, 24, 24, 24, 72, 36, 240, 24, 468, 24, 516, 12, 2807, 11, 627, 21, 1312, 26, 26, 26, 26, 13, 3900, 52, 5161, 26, 2626, 26, 52, 52, 7947, 33, 2431, 11, 1914, 99, 22, 22, 11, 33, 209, 33, 1815, 55, 66, 33, 66, 121, 22, 22, 11, 33, 22, 11, 33, 143, 1342, 11, 11, 154, 158, 100, 10, 20, 20, 10, 20, 170, 30, 1130, 10, 30, 20, 10, 70, 20, 180, 50, 340, 3970, 63, 2151, 180, 1008, 108, 405, 171, 9, 9, 18, 1116, 27, 747, 18, 9, 63, 54, 1251, 9, 702, 18, 6219, 18, 3294, 9, 3529, 8, 8, 24, 1984, 112, 40, 32, 70, 21, 28, 7, 168, 6, 144, 12, 258, 6, 6, 6, 24, 30, 12, 18, 96, 6, 16, 3, 19, 14, 21, 12, 90, 5, 35, 6, 36, 5, 51, 3, 99, 6, 3, 3, 15, 2, 4, 8, 2, 2, 2, 4, 5, 6, 18, 3, 3, 9, 3, 9, 9, 48, 125, 5, 5, 5, 10, 10, 5, 5, 10, 15, 5, 5, 5, 55, 5, 10, 20, 5, 5, 15, 5, 5, 5, 5, 5, 5, 27, 12, 4, 4, 4, 12, 8, 4, 8, 8, 12, 8, 15, 10, 8, 8, 4, 4, 36, 4, 35, 5, 5, 26, 3, 18, 6, 9, 6, 9, 3, 9, 3, 9, 6, 9, 18, 6, 6, 3, 3, 6]","[4459266.45, 1520.36, 0.0, 18800.02, 18782.29, 4031.24, 42244.91, 43252.41, 36809.87, 49245.6, 5217.77, 123022.68, 138040.6, 1304.6, 23271.73, 0.0, 713694.78, 0.0, 6818.74, 2892.53, 6344.7, 19634.03, 18234.4, 839.56, 1732.82, 302.78, 0.0, 2176.3, 56191.26, 0.0, 1965.74, 339.85, 93.48, 2447.39, 26170.68, 0.0, 231.03, 2546.37, 65.58, 12739.34, 28227.84, 453.67, 0.0, 526.05, 578.19, 1696.91, 590.43, 34815.72, 0.0, 0.0, 47.53, 554.75, 4122.14, 2761.53, 24302.3, 40026.53, 29007.01, 7945.86, 9766.16, 399821.81, 0.0, 141568.21, 1315.8, 0.0, 21.43, 825503.9, 0.0, 74838.57, 0.0, 1034767.37, 0.0, 2345.18, 555.04, 146245.88, 0.0, 515.99, 453668.11, 0.0, 101580.97, 369.79, 0.0, 15273.77, 64104.3, 21170.77, 1187.51, 134.97, 0.0, 6574.81, 1849.35, 1031.04, 221.29, 10607.67, 8680.83, 2592.36, 33428.06, 50240.52, 36301.92, 48354.8, 36389.72, 0.0, 207819.52, 0.0, 37653.24, 48984.2, 142688.19, 416.95, 932.98, 7994.04, 995.45, 0.0, 125946.09, 14116.52, 172013.57, 58.78, 70473.64, 338.21, 2682.73, 1444.33, 605132.23, 857.58, 104642.92, 0.0, 59165.54, 3301.69, 222.52, 14.15, 0.0, 1952.7, 16332.66, 808.66, 32996.33, 3528.19, 1109.32, 819.72, 1336.3, 4250.55, 417.81, 16.12, 0.0, 2648.76, 96.31, 0.0, 1756.66, 8076.06, 26466.78, 0.0, 0.0, 5259.32, 3901.84, 4087.5, 0.0, 375.75, 6793.71, 0.0, 296.76, 13835.86, 1007.39, 22595.01, 0.0, 12100.72, 304.51, 0.0, 2723.83, 283.93, 8257.66, 4585.21, 7592.95, 201711.69, 29242.33, 65330.92, 7266.41, 21210.2, 10924.28, 8563.96, 27835.07, 0.0, 0.0, 330.86, 21794.19, 1237.56, 16153.84, 1098.13, 0.0, 3273.33, 16817.95, 25592.15, 0.0, 30500.6, 1044.38, 278147.97, 300.32, 127956.88, 0.0, 172457.55, 0.0, 0.0, 5850.7, 105021.74, 4128.21, 917.94, 2102.59, 92156.16, 1424.7, 1509.19, 0.0, 8915.48, 0.0, 14920.02, 436.69, 151252.09, 0.0, 0.0, 0.0, 153532.31, 22603.91, 48414.17, 11420.44, 8593.14, 0.0, 1455270.61, 0.0, 1006760.23, 29370.32, 174845.52, 303.14, 1589784.17, 0.0, 91932.25, 0.0, 293853.79, 0.0, 2079852.65, 0.0, 14859.85, 6547.11, 0.0, 0.0, 418125.28, 0.0, 56380.46, 35473.31, 0.0, 0.0, 0.0, 38379.69, 47663.77, 37058.11, 221728.43, 0.0, 0.0, 136885.93, 0.0, 137436.68, 12864.27, 69763.15, 95000.27, 0.0, 0.0, 0.0, 34234.14, 51092.96, 0.0, 0.0, 25999.26, 60061.87, 0.0, 0.0, 0.0, 486581.14, 0.0, 53287.69, 32450.25, 0.0, 0.0, 1717.08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 227578.33, 1787.39, 0.0, 0.0, 0.0, 31328.06, 56022.29, 0.0, 55655.37, 30293.1, 142389.53, 6688.94, 142937.09, 30874.38, 10.14, 983.37, 0.0, 0.0, 400986.08, 0.0, 57972.19, 0.0, 0.0, 58186.76, 0.0, 3116.72, 1203.92, 50879.4, 85.87, 1428.65, 0.0, 2294.13, 0.0, 571.63, 84726.7, 39270.07, 28240.17, 82594.91, 3718.07, 0.0, 0.0, 962.56]"
989.001006676128,[1.0],['401'],[5],[0.0]
989.001006676135,[0.0],['402'],[5],[0.0]
989.001006676365,[1.0],['22'],[2],[0.0]
989.001006676545,[1.0],['22'],[24],[393.06]
989.001006676594,"[1.0, 0.0, 1.0, 0.0]","['81', '84', '83', '84']","[1, 1, 2, 2]","[0.0, 0.0, 0.0, 0.0]"
989.001006676596,"[1.0, 1.0, 0.0]","['81', '83', '84']","[13, 2, 2]","[21641.67, 0.0, 1200.0]"
989.001006676619,"[0.0, 0.0, 1.0]","['84', '82', '83']","[3, 1, 14]","[27295.19, 0.0, 19805.31]"
989.001006676621,"[0.0, 0.0, 1.0, 0.0]","['84', '82', '83', '84']","[2, 1, 3, 2]","[1807.25, 0.0, 252675.54, 0.0]"
989.001006676628,"[0.0, 0.0, 1.0, 0.0]","['84', '82', '83', '84']","[3, 1, 2, 2]","[27249.74, 0.0, 0.0, 1200.0]"
989.001006676636,"[0.0, 0.0, 1.0, 1.0, 0.0]","['84', '82', '81', '83', '84']","[1, 1, 9, 2, 3]","[0.0, 0.0, 14451.9, 0.0, 1200.0]"
989.001006676637,"[0.0, 0.0, 0.0, 1.0, 0.0]","['84', '82', '84', '83', '84']","[2, 1, 1, 6, 3]","[10624.54, 0.0, 0.0, 279.83, 1200.0]"
989.001006676649,"[0.0, 0.0, 1.0, 0.0, 1.0, 0.0]","['84', '82', '81', '84', '83', '84']","[1, 1, 4, 1, 2, 2]","[0.0, 0.0, 590.89, 0.0, 0.0, 0.0]"
989.001006676653,"[0.0, 1.0, 1.0, 0.0]","['82', '81', '83', '84']","[1, 2, 22, 3]","[0.0, 574.37, 2354.69, 1200.0]"
989.001006676969,[nan],['44'],[16],[183.63]
989.001006676972,[nan],['44'],[8],[112990.88]
989.001006677009,[nan],['44'],[4],[116.18]
989.001006677579,"[0.0, 1.0, 0.0]","['301', '302', '301']","[1, 2, 6]","[0.0, 59.39, 1395529.75]"
989.001006677596,[1.0],['302'],[16],[18213.97]
989.001006678087,"[0.0, nan]","['402', '44']","[2, 8]","[0.0, 1179777.09]"
989.001006678097,"[1.0, 0.0, 1.0, 0.0, nan]","['401', '402', '401', '402', '44']","[6, 2, 2, 6, 26]","[631.37, 0.0, 0.0, 390.49, 1338763.72]"
989.0010066781,[nan],['44'],[8],[70.57]
989.001006678105,[nan],['41'],[3],[0.0]
989.001006678159,[nan],['41'],[4],[0.0]
989.001006678314,"[0.0, 1.0]","['201', '202']","[2, 2]","[0.0, 0.0]"
989.001006678532,"[1.0, 0.0, 1.0]","['202', '201', '202']","[12, 1, 2]","[771485.03, 0.0, 0.0]"
989.001006678562,[1.0],['7A'],[3],[125.29]
989.001006678563,"[nan, 0.0]","['232', '231']","[2, 2]","[229.32, 396.94]"
989.001030605066,"[1.0, nan, 0.0]","['202', '232', '231']","[2, 1, 2]","[0.0, 0.0, 2408.25]"
989.001030608631,[0.0],['71'],[18],[492.34]
989.001033389589,[1.0],['21'],[1],[0.0]
989.001034043886,"[1.0, 0.0, 1.0, nan]","['302', '301', '302', '3M']","[174, 6, 6, 1]","[79398.53, 0.0, 0.0, 0.0]"
989.001034043902,"[1.0, 0.0, 1.0, 0.0]","['202', '201', '202', '201']","[14, 7, 4, 1]","[945323.27, 1469541.58, 45484.54, 0.0]"
989.001034043979,"[1.0, 0.0, 1.0]","['202', '201', '233']","[1, 1, 2]","[0.0, 0.0, 0.0]"
989.00103404408,"[1.0, 0.0]","['202', '201']","[1, 1]","[0.0, 0.0]"
989.00103404415,"[1.0, 0.0, 1.0]","['202', '201', '233']","[1, 1, 12]","[0.0, 0.0, 2786.19]"
989.001034044161,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]","['202', '201', '202', '201', '202', '201', '202']","[92, 7, 3, 2, 2, 4, 2]","[2421199.31, 230644.45, 0.0, 0.0, 0.0, 176208.64, 0.0]"
989.001034044232,"[1.0, 0.0]","['202', '201']","[1, 1]","[0.0, 0.0]"
989.001034044239,"[1.0, 0.0]","['202', '201']","[1, 1]","[0.0, 0.0]"
989.001034044255,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","['22', '201', '202', '201', '202', '201']","[72, 5, 1, 1, 1, 1]","[185779.4, 927503.69, 0.0, 0.0, 0.0, 0.0]"
989.001034044646,"[1.0, 0.0, 1.0]","['202', '201', '202']","[3, 1, 1]","[677100.02, 0.0, 0.0]"
989.001034044706,"[1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","['21', '202', '201', '202', '201', '202', '201']","[1, 9, 3, 11, 4, 2, 2]","[0.0, 180339.27, 0.0, 341506.24, 246161.64, 0.0, 0.0]"
989.001034044857,"[1.0, 1.0]","['21', '202']","[1, 4]","[0.0, 4917.5]"
989.001034044932,"[1.0, 0.0]","['202', '201']","[1, 1]","[0.0, 0.0]"
989.001034044971,"[1.0, 0.0]","['202', '201']","[7, 1]","[735724.36, 0.0]"
989.001034044979,"[1.0, 0.0]","['202', '201']","[1, 3]","[0.0, 2441433.26]"
989.001034044981,"[1.0, 0.0, 1.0, 0.0]","['202', '201', '202', '201']","[2, 1, 1, 1]","[23.03, 0.0, 0.0, 0.0]"
989.001034045166,"[1.0, 0.0]","['202', '201']","[1, 1]","[0.0, 0.0]"
989.001034045206,"[1.0, 1.0, 0.0]","['21', '202', '201']","[4, 83, 3]","[0.0, 2675765.38, 0.0]"
989.001034045209,"[1.0, 0.0, 1.0, 0.0]","['202', '201', '202', '201']","[1, 1, 3, 3]","[0.0, 0.0, 0.0, 0.0]"
989.001034045282,[1.0],['202'],[4],[0.73]
989.00103404532,"[1.0, 1.0, 0.0, 1.0, 0.0]","['21', '202', '201', '202', '201']","[4, 152, 10, 4, 2]","[0.0, 2501291.79, 873368.62, 2.72, 0.0]"
989.001034045376,"[1.0, 0.0]","['202', '201']","[1, 1]","[0.0, 0.0]"
989.001034045388,"[1.0, 1.0, 0.0]","['21', '202', '201']","[2, 6, 3]","[0.0, 3.06, 0.0]"
989.001034045409,[1.0],['202'],[12],[12056.46]
989.001034045412,"[1.0, 0.0]","['202', '201']","[75, 3]","[2456880.11, 0.0]"
989.001034045437,"[1.0, 1.0, 0.0, nan, 0.0]","['21', '202', '201', '232', '231']","[2, 162, 4, 2, 2]","[0.0, 783959.45, 0.0, 0.0, 0.0]"
989.001034045581,"[1.0, 1.0, 0.0]","['21', '202', '201']","[1, 4, 1]","[0.0, 3542757.43, 0.0]"
989.001034045644,"[1.0, 0.0]","['202', '201']","[10, 1]","[476311.92, 0.0]"
989.001034045787,"[1.0, 0.0]","['202', '201']","[1, 1]","[0.0, 0.0]"
989.001034045806,"[1.0, 0.0]","['202', '201']","[2, 2]","[0.0, 0.0]"
989.001034045858,[1.0],['202'],[1],[0.0]
989.001034045959,[0.0],['201'],[1],[0.0]
989.00103404599,[0.0],['201'],[3],[0.0]
989.001034045996,"[1.0, 0.0]","['202', '201']","[1, 1]","[0.0, 0.0]"
989.001034046144,"[1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","['22', '202', '201', '202', '201', '202', '201']","[40, 31, 3, 2, 2, 2, 1]","[44034.52, 54596.74, 0.0, 0.0, 0.0, 874.19, 0.0]"
989.001034046179,"[1.0, 0.0, nan, 0.0, nan, 0.0, nan, 0.0]","['202', '201', '232', '231', '232', '231', '232', '231']","[44, 4, 8, 8, 2, 4, 6, 2]","[146890.54, 0.0, 379.31, 1995.99, 0.0, 630.32, 21838.41, 0.0]"
989.001034046286,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","['202', '201', '202', '201', '202', '201', '202', '201']","[3, 3, 4, 4, 4, 2, 3, 1]","[0.0, 0.0, 450134.82, 49101.21, 347529.63, 0.0, 0.0, 0.0]"
989.001034046289,"[1.0, 0.0, 1.0, 0.0]","['202', '201', '202', '201']","[2, 1, 1, 1]","[1.37, 0.0, 0.0, 0.0]"
989.001034046346,"[1.0, 0.0]","['202', '201']","[2, 2]","[0.0, 0.0]"
989.00103404635,"[1.0, 0.0, nan, 0.0, nan, 0.0]","['202', '201', '232', '231', '232', '231']","[27, 3, 2, 4, 4, 6]","[1978870.02, 0.0, 0.0, 54.09, 17527.73, 229.02]"
989.001034046384,"[1.0, 0.0]","['202', '201']","[1, 1]","[0.0, 0.0]"
989.001034046519,"[1.0, 1.0, 0.0, 1.0, 0.0]","['22', '202', '201', '202', '201']","[32, 2, 3, 1, 1]","[1706370.1, 0.0, 296668.54, 0.0, 0.0]"
989.001034046681,"[1.0, 0.0, nan, 0.0]","['202', '201', '232', '231']","[3, 3, 2, 10]","[0.0, 0.0, 0.0, 242.96]"
989.001034046774,"[1.0, 0.0, 1.0, 0.0]","['202', '201', '202', '201']","[6, 1, 1, 1]","[7937.49, 0.0, 0.0, 0.0]"
989.001034164291,"[1.0, 0.0]","['A1', 'A2']","[7, 5]","[0.0, 0.0]"
989.001034164293,"[0.0, 1.0, 0.0, 1.0, 0.0, 1.0]","['A2', 'A1', 'A2', 'A1', 'A2', 'A1']","[1, 10, 4, 18, 4, 4]","[0.0, 998.92, 1366.32, 401600.7, 344.44, 426497.06]"
989.001034164664,[0.0],['A2'],[1],[0.0]
989.001034164704,[0.0],['A2'],[1],[0.0]
989.001034164738,[0.0],['A2'],[1],[0.0]
989.001034164808,"[0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","['A2', 'C2', 'C1', 'C2', 'C1', 'C2', 'C1', 'C2', 'C1', 'C2', 'C1', 'C2', 'C1', 'C2', 'C1', 'C2', 'C2', 'C1', 'C2', 'C1', 'C2', 'C1', 'C2', 'C1', 'C2', 'C1', 'C2', 'C1', 'C2', 'C1', 'C2', 'C2', 'C1', 'C2', 'C1', 'C2', 'C1', 'C2', 'C1', 'C2', 'C1', 'C2', 'C2', 'C2', 'C1', 'C2', 'C1', 'C2', 'C1', 'C2', 'C1', 'C2', 'C1', 'C2', 'C1', 'C2', 'C1', 'C2', 'C1', 'C2', 'C1', 'C2', 'C1', 'C2', 'C1', 'C2', 'C1', 'C2']","[1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 2, 6, 2, 3, 1, 2, 16, 2, 4, 2, 7, 3, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 5, 1, 2, 2, 4, 1, 2, 2, 3, 1, 5, 1, 1, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3, 4, 2, 14, 3, 2, 1, 12, 1, 1]","[0.0, 0.0, 1939.55, 103853.49, 977.03, 8995.76, 317.94, 296486.49, 3057.87, 631.23, 2813.75, 14394.48, 949.09, 8323.58, 0.0, 644.43, 102292.91, 521.64, 56839.54, 663.93, 44747.09, 1316.1, 1465.68, 831.21, 2850.26, 1004.07, 12359.3, 591.37, 0.0, 0.0, 1221.53, 4494.93, 5246.48, 4449.08, 0.0, 1997.25, 551.04, 65675.56, 0.0, 1995.13, 173.68, 459.76, 0.0, 20889.02, 0.0, 0.0, 522.39, 6815.16, 658.72, 1331.02, 119.82, 83361.92, 220.96, 44501.56, 1136.52, 42756.18, 645.22, 0.0, 309.46, 30378.67, 620.4, 135428.33, 567.56, 3890.75, 0.0, 331865.8, 0.0, 0.0]"
989.001034164826,"[0.0, 1.0, 0.0]","['A2', 'A1', 'A2']","[1, 8, 2]","[0.0, 764.66, 0.0]"
989.001034165311,"[0.0, 1.0, 0.0]","['A2', 'A1', 'A2']","[1, 2, 2]","[0.0, 0.0, 0.0]"
989.001034165357,"[1.0, 0.0]","['A1', 'A2']","[8, 12]","[0.0, 112.18]"
989.001034165767,"[1.0, 0.0]","['A1', 'A2']","[1, 1]","[0.0, 0.0]"
989.001034165776,"[1.0, 0.0]","['A1', 'A2']","[6, 4]","[0.0, 0.0]"
989.001034165837,[nan],['C2'],[1],[0.0]
989.001034166369,"[1.0, nan]","['401', '44']","[3, 10]","[0.0, 91864.95]"
989.001034166376,"[1.0, 1.0, 0.0]","['501', '5A', '5B']","[13, 9, 81]","[0.0, 0.0, 808.37]"
989.001034166386,"[nan, nan, nan]","['60', '61', '60']","[10, 10, 4]","[0.0, 3602974.7, 0.0]"
989.001034166391,"[0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]","['402', '401', '402', '401', '402', '401', '402', '402', '401', '402', '401', '402']","[28, 4, 24, 40, 12, 4, 8, 8, 3, 15, 3, 13]","[87885.37, 0.0, 22043.49, 32611.11, 23809.18, 0.0, 58971.12, 25420.07, 0.0, 197302.8, 0.0, 43888993.13]"
989.001034166469,[nan],['44'],[3],[0.0]
989.001034166476,"[1.0, 0.0, 1.0]","['202', '201', '233']","[2, 2, 1]","[0.0, 0.0, 0.0]"
989.001034166485,"[0.0, 1.0, 0.0, 1.0, 0.0, nan, nan, nan, nan]","['402', '401', '402', '401', '402', '44', '45', '44', '45']","[5, 6, 6, 2, 3, 4, 8, 3, 3]","[0.0, 81357.41, 2616212.36, 20599.58, 0.0, 0.0, 1188873.91, 0.0, 0.0]"
989.001034166489,[nan],['44'],[6],[92670.59]
989.001034166493,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","['401', '402', '401', '402', '401', '402']","[4, 6, 2, 6, 12, 222]","[0.0, 4584050.83, 0.0, 0.0, 544.01, 208786.42]"
989.001034166499,"[1.0, 0.0, 1.0]","['202', '201', '233']","[2, 4, 1]","[0.0, 68.66, 0.0]"
989.001034166501,[nan],['44'],[6],[117.49]
989.001034166514,"[1.0, 0.0, nan, 0.0]","['202', '201', '232', '231']","[2, 2, 2, 3]","[0.0, 0.0, 211.37, 1490.03]"
989.001034166523,"[nan, nan, nan, nan, nan, nan]","['44', '45', '44', '45', '44', '45']","[5, 10, 10, 10, 10, 5]","[0.0, 1840.29, 463829.63, 125.81, 8072.64, 0.0]"
989.001034166525,"[1.0, 0.0]","['302', '301']","[25, 10]","[4407.02, 136.94]"
989.001034166531,"[1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]","['401', '402', '401', '402', '402', '401', '402', '401', '402']","[9, 9, 4, 8, 18, 3, 9, 2, 2]","[21763790.21, 983660.58, 0.0, 4268.12, 2151.16, 0.0, 1272.16, 0.0, 0.0]"
989.001034166548,"[1.0, 0.0]","['302', '301']","[28, 14]","[259812.75, 960.34]"
989.001034166551,"[0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","['402', '401', '402', '401', '402', '401', '402']","[9, 12, 2, 2, 6, 6, 30]","[157366.4, 28383.65, 0.0, 0.0, 5614.47, 0.0, 129526.81]"
989.001034166561,"[1.0, 1.0, 0.0, nan, 0.0, nan, 0.0]","['22', '202', '201', '232', '231', '232', '231']","[8, 84, 4, 2, 4, 6, 14]","[37.65, 1795286.04, 0.0, 0.0, 89.1, 3961.09, 1186.4]"
989.001034166648,"[1.0, 1.0, 0.0, 1.0, 0.0]","['701', '7A', '7B', '7A', '7B']","[36, 24, 8, 38, 6]","[593331.44, 180.8, 0.0, 1641544.41, 0.0]"
989.001034166671,"[1.0, 0.0, 1.0]","['202', '201', '233']","[4, 1, 2]","[4074.52, 0.0, 0.0]"
989.001034166802,"[1.0, 0.0]","['202', '201']","[1, 1]","[0.0, 0.0]"
989.001034166805,"[1.0, 0.0, nan, 0.0, 0.0]","['202', '201', '232', '231', '231']","[1, 1, 1, 2, 6]","[0.0, 0.0, 0.0, 587.05, 948.82]"
989.001034166806,"[1.0, 0.0]","['202', '201']","[3, 3]","[0.0, 0.0]"
989.001034166854,[1.0],['21'],[8],[55959.66]
989.001034166865,"[1.0, 0.0, 1.0, 0.0]","['202', '201', '202', '201']","[1, 1, 2, 1]","[0.0, 0.0, 117975.05, 0.0]"
989.001034166879,"[1.0, 0.0, 1.0, 0.0, 1.0]","['302', '301', '302', '301', '302']","[45, 4, 20, 4, 24]","[565903.76, 0.0, 63689.35, 0.0, 61902.03]"
